entry(00000,begin_of_process,bored,video2100552065,start,1).
entry(00001,begin_of_activity,bored,video2100552065,au06,1).
entry(00002,begin_of_activity,bored,video2100552065,au07,1).
entry(00003,begin_of_activity,bored,video2100552065,au12,1).
entry(00004,begin_of_activity,bored,video2100552065,au17,1).
entry(00005,begin_of_activity,bored,video2100552065,au24,1).
entry(00100,end_of_activity,bored,video2100552065,au06,1).
entry(00101,end_of_activity,bored,video2100552065,au07,1).
entry(00102,begin_of_activity,bored,video2100552065,au10,1).
entry(00103,end_of_activity,bored,video2100552065,au12,1).
entry(00104,end_of_activity,bored,video2100552065,au17,1).
entry(00105,end_of_activity,bored,video2100552065,au24,1).
entry(00106,begin_of_activity,bored,video2100552065,au28,1).
entry(00200,begin_of_activity,bored,video2100552065,au04,1).
entry(00201,begin_of_activity,bored,video2100552065,au06,2).
entry(00202,begin_of_activity,bored,video2100552065,au07,2).
entry(00203,end_of_activity,bored,video2100552065,au10,1).
entry(00204,begin_of_activity,bored,video2100552065,au11,1).
entry(00205,begin_of_activity,bored,video2100552065,au12,2).
entry(00206,begin_of_activity,bored,video2100552065,au14,1).
entry(00207,begin_of_activity,bored,video2100552065,au17,2).
entry(00208,begin_of_activity,bored,video2100552065,au24,2).
entry(00209,end_of_activity,bored,video2100552065,au28,1).
entry(00300,end_of_activity,bored,video2100552065,au04,1).
entry(00301,end_of_activity,bored,video2100552065,au06,2).
entry(00302,end_of_activity,bored,video2100552065,au07,2).
entry(00303,end_of_activity,bored,video2100552065,au11,1).
entry(00304,end_of_activity,bored,video2100552065,au12,2).
entry(00305,end_of_activity,bored,video2100552065,au14,1).
entry(00306,end_of_activity,bored,video2100552065,au17,2).
entry(00307,end_of_activity,bored,video2100552065,au24,2).
entry(00400,begin_of_activity,bored,video2100552065,au05,1).
entry(00401,begin_of_activity,bored,video2100552065,au06,3).
entry(00402,begin_of_activity,bored,video2100552065,au07,3).
entry(00403,begin_of_activity,bored,video2100552065,au10,2).
entry(00404,begin_of_activity,bored,video2100552065,au12,3).
entry(00405,begin_of_activity,bored,video2100552065,au14,2).
entry(00406,begin_of_activity,bored,video2100552065,au17,3).
entry(00407,begin_of_activity,bored,video2100552065,au24,3).
entry(00500,end_of_activity,bored,video2100552065,au05,1).
entry(00501,end_of_activity,bored,video2100552065,au06,3).
entry(00502,end_of_activity,bored,video2100552065,au07,3).
entry(00503,end_of_activity,bored,video2100552065,au10,2).
entry(00504,end_of_activity,bored,video2100552065,au12,3).
entry(00505,end_of_activity,bored,video2100552065,au14,2).
entry(00506,end_of_activity,bored,video2100552065,au17,3).
entry(00507,begin_of_activity,bored,video2100552065,au23,1).
entry(00508,end_of_activity,bored,video2100552065,au24,3).
entry(00600,begin_of_activity,bored,video2100552065,au06,4).
entry(00601,begin_of_activity,bored,video2100552065,au07,4).
entry(00602,begin_of_activity,bored,video2100552065,au10,3).
entry(00603,begin_of_activity,bored,video2100552065,au11,2).
entry(00604,begin_of_activity,bored,video2100552065,au12,4).
entry(00605,begin_of_activity,bored,video2100552065,au17,4).
entry(00606,end_of_activity,bored,video2100552065,au23,1).
entry(00607,begin_of_activity,bored,video2100552065,au24,4).
entry(00700,end_of_activity,bored,video2100552065,au06,4).
entry(00701,end_of_activity,bored,video2100552065,au07,4).
entry(00702,end_of_activity,bored,video2100552065,au10,3).
entry(00703,end_of_activity,bored,video2100552065,au11,2).
entry(00704,end_of_activity,bored,video2100552065,au12,4).
entry(00705,end_of_activity,bored,video2100552065,au17,4).
entry(00706,end_of_activity,bored,video2100552065,au24,4).
entry(00800,begin_of_activity,bored,video2100552065,au06,5).
entry(00801,begin_of_activity,bored,video2100552065,au10,4).
entry(00802,begin_of_activity,bored,video2100552065,au12,5).
entry(00803,begin_of_activity,bored,video2100552065,au17,5).
entry(00804,begin_of_activity,bored,video2100552065,au24,5).
entry(00900,end_of_activity,bored,video2100552065,au06,5).
entry(00901,end_of_activity,bored,video2100552065,au10,4).
entry(00902,end_of_activity,bored,video2100552065,au12,5).
entry(00903,begin_of_activity,bored,video2100552065,au14,3).
entry(00904,end_of_activity,bored,video2100552065,au17,5).
entry(00905,end_of_activity,bored,video2100552065,au24,5).
entry(01000,begin_of_activity,bored,video2100552065,au06,6).
entry(01001,begin_of_activity,bored,video2100552065,au07,5).
entry(01002,begin_of_activity,bored,video2100552065,au12,6).
entry(01003,end_of_activity,bored,video2100552065,au14,3).
entry(01004,begin_of_activity,bored,video2100552065,au17,6).
entry(01005,begin_of_activity,bored,video2100552065,au24,6).
entry(01100,end_of_activity,bored,video2100552065,au06,6).
entry(01101,end_of_activity,bored,video2100552065,au07,5).
entry(01102,begin_of_activity,bored,video2100552065,au10,5).
entry(01103,end_of_activity,bored,video2100552065,au12,6).
entry(01104,end_of_activity,bored,video2100552065,au17,6).
entry(01105,end_of_activity,bored,video2100552065,au24,6).
entry(01200,begin_of_activity,bored,video2100552065,au06,7).
entry(01201,begin_of_activity,bored,video2100552065,au07,6).
entry(01202,end_of_activity,bored,video2100552065,au10,5).
entry(01203,begin_of_activity,bored,video2100552065,au12,7).
entry(01204,begin_of_activity,bored,video2100552065,au14,4).
entry(01205,begin_of_activity,bored,video2100552065,au17,7).
entry(01206,begin_of_activity,bored,video2100552065,au24,7).
entry(01300,begin_of_activity,bored,video2100552065,au04,2).
entry(01301,end_of_activity,bored,video2100552065,au06,7).
entry(01302,end_of_activity,bored,video2100552065,au07,6).
entry(01303,end_of_activity,bored,video2100552065,au12,7).
entry(01304,end_of_activity,bored,video2100552065,au14,4).
entry(01305,end_of_activity,bored,video2100552065,au17,7).
entry(01306,end_of_activity,bored,video2100552065,au24,7).
entry(01400,end_of_activity,bored,video2100552065,au04,2).
entry(01401,begin_of_activity,bored,video2100552065,au06,8).
entry(01402,begin_of_activity,bored,video2100552065,au07,7).
entry(01403,begin_of_activity,bored,video2100552065,au10,6).
entry(01404,begin_of_activity,bored,video2100552065,au17,8).
entry(01405,begin_of_activity,bored,video2100552065,au24,8).
entry(01500,end_of_activity,bored,video2100552065,au06,8).
entry(01501,end_of_activity,bored,video2100552065,au07,7).
